Transaction_Id,Transaction_Date,Customer Name,Transaction_Status,Transaction_Type,Customer_Segment,State,Total Amount,Total Fees,Total Tax
T00015702,2025-08-24 00:00:00,Priya Gupta,Failed,Fee Charge,SME,Karnataka,₹ 452.94,₹ 0.91,₹ 0.16
T00016247,2025-08-07 00:00:00,Vivaan Nair,Success,Deposit,Retail,Karnataka,₹ 38797.33,₹ 77.59,₹ 13.97
T00016250,2025-08-28 00:00:00,Karan Kumar,Success,Transfer,Premium,Karnataka,₹ 11861.38,₹ 0.00,₹ 0.00
T00016488,2025-08-31 00:00:00,Aadhya Singh,Success,Withdrawal,Premium,Karnataka,₹ 1631.84,₹ 1.63,₹ 0.29
T00016710,2025-08-25 00:00:00,Rohan Verma,Success,Interest Credit,SME,Karnataka,₹ 852.74,₹ 0.85,₹ 0.15
T00016926,2025-08-09 00:00:00,Pari Kulkarni,Success,Bill Payment,Retail,Karnataka,₹ 7226.51,₹ 0.00,₹ 0.00
T00017032,2025-08-12 00:00:00,Aditya Chopra,Success,Interest Credit,Retail,Karnataka,₹ 3711.13,₹ 18.56,₹ 3.34
T00017045,2025-08-20 00:00:00,Vihaan Mishra,Success,Loan EMI,Retail,Karnataka,₹ 14357.53,₹ 14.36,₹ 2.58
T00017359,2025-08-30 00:00:00,Karan Reddy,Success,Interest Credit,SME,Karnataka,₹ 4308.52,₹ 0.00,₹ 0.00
T00017431,2025-08-05 00:00:00,Arjun Mishra,Success,Bill Payment,Corporate,Karnataka,₹ 1753.15,₹ 0.00,₹ 0.00
T00017485,2025-08-29 00:00:00,Amit Kumar,Success,Loan EMI,Retail,Karnataka,₹ 5444.67,₹ 27.22,₹ 4.90
T00018232,2025-08-05 00:00:00,Kabir Kumar,Success,Loan EMI,Retail,Karnataka,₹ 14239.80,₹ 28.48,₹ 5.13
T00018427,2025-08-04 00:00:00,Aarav Kapoor,Pending,Loan EMI,SME,Karnataka,₹ 5047.07,₹ 10.09,₹ 1.82
T00018437,2025-08-09 00:00:00,Rahul Kumar,Success,Investment,Retail,Karnataka,₹ 1838.66,₹ 1.84,₹ 0.33
T00019247,2025-08-26 00:00:00,Vivaan Verma,Success,Interest Credit,Retail,Karnataka,₹ 837.15,₹ 4.19,₹ 0.75
T00019356,2025-08-19 00:00:00,Priya Sharma,Success,Transfer,Retail,Karnataka,₹ 8855.69,₹ 17.71,₹ 3.19
T00019443,2025-08-27 00:00:00,Sneha Gupta,Success,Transfer,Premium,Karnataka,₹ 33671.20,₹ 0.00,₹ 0.00
T00019871,2025-08-07 00:00:00,Ayaan Patel,Success,Bill Payment,Wealth,Karnataka,₹ 2585.84,₹ 0.00,₹ 0.00
T00019907,2025-08-21 00:00:00,Sai Verma,Failed,Withdrawal,Retail,Karnataka,₹ 1945.84,₹ 3.89,₹ 0.70
T00020217,2025-08-06 00:00:00,Pari Patel,Success,Card Payment,Premium,Karnataka,₹ 6955.68,₹ 34.78,₹ 6.26
T00021177,2025-08-09 00:00:00,Sara Sharma,Success,Transfer,Retail,Karnataka,₹ 3779.61,₹ 0.00,₹ 0.00
T00021473,2025-08-18 00:00:00,Sara Patel,Success,Investment,SME,Karnataka,₹ 6947.32,₹ 0.00,₹ 0.00
T00021573,2025-08-30 00:00:00,Ira Reddy,Success,Loan EMI,Retail,Karnataka,₹ 6139.00,₹ 30.70,₹ 5.53
T00021646,2025-08-30 00:00:00,Aadhya Singh,Success,Deposit,Premium,Karnataka,₹ 2232.56,₹ 0.00,₹ 0.00
T00022343,2025-08-05 00:00:00,Reyansh Gupta,Pending,Fee Charge,Wealth,Karnataka,₹ 800.85,₹ 0.80,₹ 0.14
T00022455,2025-08-01 00:00:00,Aditya Singh,Success,Investment,Retail,Karnataka,₹ 10354.73,₹ 10.35,₹ 1.86
T00022475,2025-08-31 00:00:00,Neha Reddy,Success,Interest Credit,SME,Karnataka,₹ 1398.73,₹ 2.80,₹ 0.50
T00022819,2025-08-30 00:00:00,Anika Jain,Success,Loan EMI,Retail,Karnataka,₹ 8316.98,₹ 8.32,₹ 1.50
T00023386,2025-08-04 00:00:00,Vihaan Patel,Success,Refund,Retail,Karnataka,₹ 3140.26,₹ 0.00,₹ 0.00
T00023444,2025-08-07 00:00:00,Vihaan Mishra,Success,Loan EMI,Retail,Karnataka,₹ 5664.46,₹ 5.66,₹ 1.02
T00023903,2025-08-14 00:00:00,Sara Mishra,Failed,Loan EMI,Wealth,Karnataka,₹ 27456.52,₹ 54.91,₹ 9.88
T00024143,2025-08-22 00:00:00,Ayaan Joshi,Pending,Refund,Retail,Karnataka,₹ 2271.31,₹ 0.00,₹ 0.00
T00025107,2025-08-21 00:00:00,Anika Nair,Success,Deposit,Retail,Karnataka,₹ 10263.64,₹ 20.53,₹ 3.70
T00025640,2025-08-09 00:00:00,Sneha Desai,Success,Transfer,Retail,Karnataka,₹ 34753.77,₹ 69.51,₹ 12.51
T00025729,2025-08-02 00:00:00,Rahul Jain,Success,Loan EMI,Retail,Karnataka,₹ 21461.77,₹ 107.31,₹ 19.32
T00026086,2025-08-01 00:00:00,Sneha Agarwal,Success,Bill Payment,Wealth,Karnataka,₹ 19600.89,₹ 98.00,₹ 17.64
T00026275,2025-08-01 00:00:00,Kabir Verma,Failed,Investment,Retail,Karnataka,₹ 2167.70,₹ 0.00,₹ 0.00
T00026360,2025-08-04 00:00:00,Aarav Mishra,Success,Fee Charge,Retail,Karnataka,₹ 726.81,₹ 0.73,₹ 0.13
T00026896,2025-08-27 00:00:00,Aadhya Verma,Success,Withdrawal,Premium,Karnataka,₹ 5980.95,₹ 0.00,₹ 0.00
T00027694,2025-08-08 00:00:00,Anika Desai,Success,Interest Credit,SME,Karnataka,₹ 1768.05,₹ 8.84,₹ 1.59
T00028099,2025-08-19 00:00:00,Ishaan Chopra,Success,Transfer,SME,Karnataka,₹ 33477.30,₹ 0.00,₹ 0.00
T00028455,2025-08-25 00:00:00,Diya Gupta,Success,Loan EMI,Premium,Karnataka,₹ 13270.76,₹ 66.35,₹ 11.94
T00028640,2025-08-09 00:00:00,Vihaan Agarwal,Success,Loan EMI,Retail,Karnataka,₹ 12087.32,₹ 0.00,₹ 0.00
T00029049,2025-08-20 00:00:00,Ira Iyer,Failed,Card Payment,Retail,Karnataka,₹ 5930.78,₹ 11.86,₹ 2.13
T00029190,2025-08-06 00:00:00,Kiara Iyer,Success,Investment,Wealth,Karnataka,₹ 23783.16,₹ 47.57,₹ 8.56
T00029224,2025-08-08 00:00:00,Amit Mehta,Success,Loan EMI,Premium,Karnataka,₹ 3420.81,₹ 6.84,₹ 1.23
T00029372,2025-08-17 00:00:00,Pooja Sharma,Success,Card Payment,Retail,Karnataka,₹ 4562.46,₹ 22.81,₹ 4.11
T00029391,2025-08-27 00:00:00,Kabir Reddy,Failed,Withdrawal,SME,Karnataka,₹ 6191.10,₹ 0.00,₹ 0.00
T00029531,2025-08-26 00:00:00,Vihaan Desai,Success,Bill Payment,Retail,Karnataka,₹ 10836.87,₹ 21.67,₹ 3.90
T00029642,2025-08-24 00:00:00,Sai Verma,Failed,Card Payment,Retail,Karnataka,₹ 6035.30,₹ 30.18,₹ 5.43
T00029699,2025-08-02 00:00:00,Arjun Verma,Success,Card Payment,Retail,Karnataka,₹ 2025.36,₹ 4.05,₹ 0.73
T00030027,2025-08-22 00:00:00,Neha Kumar,Success,Interest Credit,Corporate,Karnataka,₹ 664.91,₹ 1.33,₹ 0.24
T00030389,2025-08-26 00:00:00,Aditya Agarwal,Success,Deposit,Corporate,Karnataka,₹ 9710.64,₹ 48.55,₹ 8.74
T00030491,2025-08-15 00:00:00,Aarav Chopra,Success,Interest Credit,Retail,Karnataka,₹ 2718.11,₹ 5.44,₹ 0.98
T00030836,2025-08-30 00:00:00,Rohan Joshi,Success,Interest Credit,Wealth,Karnataka,₹ 2064.73,₹ 2.06,₹ 0.37
T00031064,2025-08-19 00:00:00,Rahul Bansal,Success,Loan EMI,Retail,Karnataka,₹ 30721.50,₹ 0.00,₹ 0.00
T00031318,2025-08-26 00:00:00,Anaya Iyer,Success,Refund,Corporate,Karnataka,₹ 1143.73,₹ 0.00,₹ 0.00
T00031456,2025-08-11 00:00:00,Ira Nair,Success,Investment,Retail,Karnataka,₹ 2783.33,₹ 0.00,₹ 0.00
T00031706,2025-08-15 00:00:00,Kiara Jain,Success,Fee Charge,SME,Karnataka,₹ 420.29,₹ 0.00,₹ 0.00
T00032334,2025-08-17 00:00:00,Anaya Mehta,Success,Loan EMI,Premium,Karnataka,₹ 39774.30,₹ 0.00,₹ 0.00
T00033469,2025-08-22 00:00:00,Diya Iyer,Success,Interest Credit,Corporate,Karnataka,₹ 1071.41,₹ 2.14,₹ 0.39
T00033643,2025-08-20 00:00:00,Aadhya Desai,Success,Bill Payment,Retail,Karnataka,₹ 4571.94,₹ 0.00,₹ 0.00
T00034351,2025-08-13 00:00:00,Vihaan Verma,Success,Loan EMI,Retail,Karnataka,₹ 11709.87,₹ 23.42,₹ 4.22
T00034804,2025-08-21 00:00:00,Krishna Singh,Success,Interest Credit,Retail,Karnataka,₹ 3420.66,₹ 3.42,₹ 0.62
T00034815,2025-08-17 00:00:00,Aditya Sharma,Success,Investment,SME,Karnataka,₹ 17864.33,₹ 35.73,₹ 6.43
T00035136,2025-08-02 00:00:00,Kiara Malhotra,Success,Card Payment,Retail,Karnataka,₹ 3393.12,₹ 0.00,₹ 0.00
T00035602,2025-08-25 00:00:00,Anika Jain,Success,Bill Payment,Retail,Karnataka,₹ 4081.54,₹ 0.00,₹ 0.00
T00035790,2025-08-05 00:00:00,Nisha Kulkarni,Success,Interest Credit,Retail,Karnataka,₹ 2386.58,₹ 0.00,₹ 0.00
T00036127,2025-08-02 00:00:00,Aadhya Sharma,Success,Loan EMI,Retail,Karnataka,₹ 15137.54,₹ 15.14,₹ 2.73
T00036672,2025-08-28 00:00:00,Myra Mehta,Success,Withdrawal,Retail,Karnataka,₹ 9703.54,₹ 0.00,₹ 0.00
T00036987,2025-08-05 00:00:00,Krishna Kapoor,Failed,Loan EMI,Retail,Karnataka,₹ 8562.67,₹ 8.56,₹ 1.54
T00037070,2025-08-21 00:00:00,Riya Bansal,Success,Loan EMI,Retail,Karnataka,₹ 33821.37,₹ 0.00,₹ 0.00
T00037644,2025-08-14 00:00:00,Anika Nair,Success,Deposit,Retail,Karnataka,₹ 16646.87,₹ 33.29,₹ 5.99
T00038196,2025-08-19 00:00:00,Vivaan Mehta,Success,Transfer,Premium,Karnataka,₹ 12236.67,₹ 0.00,₹ 0.00
T00038396,2025-08-21 00:00:00,Aadhya Singh,Failed,Card Payment,Retail,Karnataka,₹ 4138.91,₹ 0.00,₹ 0.00
T00038600,2025-08-11 00:00:00,Krishna Patel,Failed,Interest Credit,Retail,Karnataka,₹ 4406.95,₹ 0.00,₹ 0.00
T00038682,2025-08-02 00:00:00,Aarav Bansal,Success,Card Payment,Retail,Karnataka,₹ 9146.98,₹ 0.00,₹ 0.00
T00039040,2025-08-19 00:00:00,Anaya Mishra,Success,Loan EMI,Retail,Karnataka,₹ 10083.54,₹ 10.08,₹ 1.81
T00039372,2025-08-19 00:00:00,Rohan Joshi,Success,Card Payment,Wealth,Karnataka,₹ 10034.83,₹ 50.17,₹ 9.03
T00039377,2025-08-29 00:00:00,Neha Desai,Success,Bill Payment,Retail,Karnataka,₹ 6106.92,₹ 0.00,₹ 0.00
T00040561,2025-08-15 00:00:00,Pooja Malhotra,Pending,Refund,Premium,Karnataka,₹ 1728.97,₹ 1.73,₹ 0.31
T00040788,2025-08-13 00:00:00,Sara Mishra,Success,Transfer,Wealth,Karnataka,₹ 23191.49,₹ 23.19,₹ 4.17
T00041406,2025-08-12 00:00:00,Karan Reddy,Failed,Transfer,SME,Karnataka,₹ 2377.18,₹ 11.89,₹ 2.14
T00041740,2025-08-13 00:00:00,Pari Patel,Success,Fee Charge,SME,Karnataka,₹ 573.14,₹ 0.00,₹ 0.00
T00041831,2025-08-03 00:00:00,Nisha Gupta,Success,Transfer,Premium,Karnataka,₹ 17163.98,₹ 0.00,₹ 0.00
T00042298,2025-08-23 00:00:00,Vivaan Singh,Success,Card Payment,Retail,Karnataka,₹ 1555.00,₹ 0.00,₹ 0.00
T00042448,2025-08-07 00:00:00,Pooja Malhotra,Success,Card Payment,Premium,Karnataka,₹ 1181.71,₹ 0.00,₹ 0.00
T00042471,2025-08-08 00:00:00,Krishna Kulkarni,Success,Transfer,Premium,Karnataka,₹ 18562.31,₹ 18.56,₹ 3.34
T00042861,2025-08-22 00:00:00,Myra Iyer,Pending,Interest Credit,SME,Karnataka,₹ 3354.83,₹ 0.00,₹ 0.00
T00043053,2025-08-08 00:00:00,Sneha Patel,Success,Transfer,SME,Karnataka,₹ 18861.42,₹ 0.00,₹ 0.00
T00043231,2025-08-14 00:00:00,Priya Iyer,Success,Transfer,Premium,Karnataka,₹ 21800.24,₹ 109.00,₹ 19.62
T00043599,2025-08-13 00:00:00,Diya Chopra,Success,Transfer,Retail,Karnataka,₹ 1388.81,₹ 2.78,₹ 0.50
T00044492,2025-08-28 00:00:00,Ishaan Kumar,Success,Transfer,Retail,Karnataka,₹ 14833.05,₹ 0.00,₹ 0.00
T00044899,2025-08-09 00:00:00,Aadhya Singh,Pending,Investment,Premium,Karnataka,₹ 9854.48,₹ 0.00,₹ 0.00
T00045267,2025-08-23 00:00:00,Kiara Kumar,Success,Loan EMI,Premium,Karnataka,₹ 7390.94,₹ 0.00,₹ 0.00
T00045898,2025-08-10 00:00:00,Aarav Chopra,Success,Loan EMI,Retail,Karnataka,₹ 23288.34,₹ 46.58,₹ 8.38
T00045982,2025-08-14 00:00:00,Karan Desai,Success,Loan EMI,Retail,Karnataka,₹ 12409.52,₹ 24.82,₹ 4.47
T00046353,2025-08-29 00:00:00,Nisha Patel,Pending,Transfer,Retail,Karnataka,₹ 4989.22,₹ 9.98,₹ 1.80
T00046728,2025-08-02 00:00:00,Ayaan Joshi,Success,Transfer,Retail,Karnataka,₹ 3454.19,₹ 17.27,₹ 3.11
T00046783,2025-08-29 00:00:00,Reyansh Sharma,Success,Fee Charge,Corporate,Karnataka,₹ 278.66,₹ 0.00,₹ 0.00
T00047049,2025-08-31 00:00:00,Ira Nair,Success,Fee Charge,Retail,Karnataka,₹ 661.55,₹ 0.00,₹ 0.00
T00047061,2025-08-11 00:00:00,Reyansh Agarwal,Success,Bill Payment,Retail,Karnataka,₹ 1031.13,₹ 0.00,₹ 0.00
T00047251,2025-08-13 00:00:00,Diya Bansal,Success,Interest Credit,Premium,Karnataka,₹ 317.55,₹ 0.00,₹ 0.00
T00047335,2025-08-20 00:00:00,Ira Mishra,Success,Interest Credit,Retail,Karnataka,₹ 3838.37,₹ 0.00,₹ 0.00
T00047552,2025-08-07 00:00:00,Aarav Agarwal,Success,Interest Credit,Wealth,Karnataka,₹ 4252.51,₹ 4.25,₹ 0.77
T00047868,2025-08-27 00:00:00,Myra Iyer,Success,Deposit,SME,Karnataka,₹ 28185.43,₹ 0.00,₹ 0.00
T00048342,2025-08-14 00:00:00,Kabir Verma,Success,Investment,Retail,Karnataka,₹ 12368.16,₹ 61.84,₹ 11.13
T00049287,2025-08-21 00:00:00,Ayaan Gupta,Success,Card Payment,SME,Karnataka,₹ 5909.92,₹ 11.82,₹ 2.13
T00049651,2025-08-06 00:00:00,Krishna Reddy,Success,Transfer,Retail,Karnataka,₹ 1537.75,₹ 3.08,₹ 0.55
T00049738,2025-08-19 00:00:00,Priya Kulkarni,Success,Card Payment,Premium,Karnataka,₹ 2730.42,₹ 2.73,₹ 0.49
T00049869,2025-08-07 00:00:00,Krishna Reddy,Success,Loan EMI,Retail,Karnataka,₹ 3133.84,₹ 15.67,₹ 2.82
T00049876,2025-08-10 00:00:00,Krishna Reddy,Success,Deposit,Retail,Karnataka,₹ 5670.43,₹ 0.00,₹ 0.00
T00001359,2025-08-01 00:00:00,Aadhya Jain,Success,Refund,SME,Kerala,₹ 2261.81,₹ 11.31,₹ 2.04
T00001607,2025-08-22 00:00:00,Amit Kumar,Success,Loan EMI,Retail,Kerala,₹ 12528.05,₹ 12.53,₹ 2.26
T00002172,2025-08-13 00:00:00,Amit Agarwal,Success,Deposit,Premium,Kerala,₹ 3922.55,₹ 3.92,₹ 0.71
T00002933,2025-08-08 00:00:00,Vivaan Nair,Success,Withdrawal,Retail,Kerala,₹ 1817.95,₹ 3.64,₹ 0.66
T00003792,2025-08-02 00:00:00,Aadhya Iyer,Success,Loan EMI,Retail,Kerala,₹ 4450.76,₹ 8.90,₹ 1.60
T00004889,2025-08-28 00:00:00,Amit Patel,Success,Refund,Retail,Kerala,₹ 890.93,₹ 1.78,₹ 0.32
T00007672,2025-08-15 00:00:00,Aditya Jain,Success,Fee Charge,Retail,Kerala,₹ 840.03,₹ 1.68,₹ 0.30
T00007848,2025-08-11 00:00:00,Aadhya Iyer,Success,Loan EMI,Retail,Kerala,₹ 6103.36,₹ 0.00,₹ 0.00
T00009908,2025-08-12 00:00:00,Aadhya Reddy,Success,Withdrawal,Premium,Kerala,₹ 5741.36,₹ 0.00,₹ 0.00
T00011669,2025-08-01 00:00:00,Aarav Joshi,Success,Refund,Retail,Kerala,₹ 2229.04,₹ 4.46,₹ 0.80
T00013024,2025-08-25 00:00:00,Nisha Patel,Success,Transfer,SME,Kerala,₹ 2070.12,₹ 10.35,₹ 1.86
T00014021,2025-08-19 00:00:00,Ayaan Gupta,Failed,Transfer,Corporate,Kerala,₹ 20739.97,₹ 0.00,₹ 0.00
T00014267,2025-08-24 00:00:00,Vihaan Verma,Success,Bill Payment,Retail,Kerala,₹ 9043.58,₹ 45.22,₹ 8.14
T00015058,2025-08-15 00:00:00,Neha Jain,Success,Fee Charge,Corporate,Kerala,₹ 664.95,₹ 0.66,₹ 0.12
T00016587,2025-08-28 00:00:00,Sneha Chopra,Success,Bill Payment,Retail,Kerala,₹ 2794.94,₹ 13.97,₹ 2.51
T00016673,2025-08-19 00:00:00,Vihaan Verma,Success,Loan EMI,Retail,Kerala,₹ 21326.94,₹ 0.00,₹ 0.00
T00020524,2025-08-14 00:00:00,Rahul Bansal,Success,Transfer,Retail,Kerala,₹ 7090.32,₹ 7.09,₹ 1.28
T00021097,2025-08-12 00:00:00,Pari Singh,Success,Interest Credit,Premium,Kerala,₹ 4285.61,₹ 21.43,₹ 3.86
T00021103,2025-08-17 00:00:00,Reyansh Sharma,Pending,Deposit,Retail,Kerala,₹ 4256.33,₹ 0.00,₹ 0.00
T00022247,2025-08-17 00:00:00,Ishaan Sharma,Success,Investment,Retail,Kerala,₹ 11349.10,₹ 0.00,₹ 0.00
T00022340,2025-08-18 00:00:00,Krishna Kapoor,Success,Card Payment,Retail,Kerala,₹ 2859.82,₹ 5.72,₹ 1.03
T00023089,2025-08-14 00:00:00,Neha Jain,Success,Withdrawal,Corporate,Kerala,₹ 20771.49,₹ 0.00,₹ 0.00
T00023699,2025-08-11 00:00:00,Pooja Joshi,Success,Transfer,Retail,Kerala,₹ 5193.68,₹ 0.00,₹ 0.00
T00024330,2025-08-03 00:00:00,Amit Patel,Success,Card Payment,Retail,Kerala,₹ 3533.01,₹ 0.00,₹ 0.00
T00024553,2025-08-24 00:00:00,Arjun Sharma,Success,Fee Charge,Retail,Kerala,₹ 722.46,₹ 3.61,₹ 0.65
T00024707,2025-08-21 00:00:00,Karan Agarwal,Success,Interest Credit,Wealth,Kerala,₹ 3476.33,₹ 0.00,₹ 0.00
T00025644,2025-08-04 00:00:00,Krishna Iyer,Success,Deposit,Retail,Kerala,₹ 1229.47,₹ 1.23,₹ 0.22
T00025797,2025-08-16 00:00:00,Riya Sharma,Success,Deposit,Premium,Kerala,₹ 2288.03,₹ 0.00,₹ 0.00
T00026946,2025-08-16 00:00:00,Pooja Kapoor,Success,Bill Payment,Retail,Kerala,₹ 4316.98,₹ 0.00,₹ 0.00
T00027820,2025-08-14 00:00:00,Sai Gupta,Success,Transfer,Retail,Kerala,₹ 1351.96,₹ 1.35,₹ 0.24
T00028081,2025-08-30 00:00:00,Kabir Reddy,Failed,Loan EMI,Premium,Kerala,₹ 10812.16,₹ 0.00,₹ 0.00
T00028250,2025-08-31 00:00:00,Sai Gupta,Failed,Transfer,Retail,Kerala,₹ 14898.86,₹ 14.90,₹ 2.68
T00028329,2025-08-01 00:00:00,Krishna Joshi,Success,Loan EMI,Corporate,Kerala,₹ 9827.66,₹ 0.00,₹ 0.00
T00029176,2025-08-31 00:00:00,Sai Joshi,Failed,Loan EMI,Retail,Kerala,₹ 25275.99,₹ 0.00,₹ 0.00
T00029526,2025-08-26 00:00:00,Sneha Nair,Success,Loan EMI,SME,Kerala,₹ 26683.87,₹ 26.68,₹ 4.80
T00030816,2025-08-31 00:00:00,Amit Kumar,Success,Loan EMI,Retail,Kerala,₹ 10118.34,₹ 10.12,₹ 1.82
T00031285,2025-08-15 00:00:00,Ira Singh,Success,Deposit,Premium,Kerala,₹ 7289.59,₹ 0.00,₹ 0.00
T00031877,2025-08-04 00:00:00,Nisha Gupta,Success,Bill Payment,Premium,Kerala,₹ 8670.36,₹ 43.35,₹ 7.80
T00034005,2025-08-07 00:00:00,Riya Verma,Success,Loan EMI,Retail,Kerala,₹ 3286.16,₹ 0.00,₹ 0.00
T00035062,2025-08-15 00:00:00,Anika Patel,Success,Deposit,Premium,Kerala,₹ 9707.48,₹ 9.71,₹ 1.75
T00038645,2025-08-30 00:00:00,Ishaan Sharma,Failed,Bill Payment,Retail,Kerala,₹ 1652.20,₹ 0.00,₹ 0.00
T00039152,2025-08-29 00:00:00,Sai Verma,Success,Withdrawal,Wealth,Kerala,₹ 9924.06,₹ 0.00,₹ 0.00
T00039639,2025-08-26 00:00:00,Pari Singh,Success,Fee Charge,Premium,Kerala,₹ 452.68,₹ 0.45,₹ 0.08
T00040088,2025-08-23 00:00:00,Rahul Bansal,Success,Investment,Retail,Kerala,₹ 14679.27,₹ 0.00,₹ 0.00
T00040359,2025-08-07 00:00:00,Krishna Reddy,Success,Investment,Wealth,Kerala,₹ 2156.06,₹ 2.16,₹ 0.39
T00040805,2025-08-27 00:00:00,Vivaan Reddy,Success,Withdrawal,SME,Kerala,₹ 6170.62,₹ 30.85,₹ 5.55
T00042013,2025-08-02 00:00:00,Priya Verma,Success,Deposit,Retail,Kerala,₹ 17206.09,₹ 0.00,₹ 0.00
T00042091,2025-08-17 00:00:00,Kabir Singh,Success,Fee Charge,Retail,Kerala,₹ 434.59,₹ 0.00,₹ 0.00
T00043491,2025-08-21 00:00:00,Rahul Chopra,Success,Transfer,Premium,Kerala,₹ 15776.44,₹ 0.00,₹ 0.00
T00043513,2025-08-02 00:00:00,Kabir Singh,Success,Bill Payment,Corporate,Kerala,₹ 4897.45,₹ 4.90,₹ 0.88
T00043738,2025-08-04 00:00:00,Karan Agarwal,Success,Fee Charge,Wealth,Kerala,₹ 788.25,₹ 3.94,₹ 0.71
T00045512,2025-08-04 00:00:00,Priya Verma,Success,Transfer,Retail,Kerala,₹ 2523.67,₹ 5.05,₹ 0.91
T00045681,2025-08-06 00:00:00,Karan Nair,Success,Interest Credit,Retail,Kerala,₹ 1817.10,₹ 1.82,₹ 0.33
T00046819,2025-08-30 00:00:00,Priya Jain,Failed,Withdrawal,Premium,Kerala,₹ 3647.61,₹ 7.30,₹ 1.31
T00000420,2025-08-28 00:00:00,Vihaan Bansal,Success,Interest Credit,Retail,Madhya Pradesh,₹ 3197.07,₹ 15.99,₹ 2.88
T00001045,2025-08-15 00:00:00,Amit Bansal,Success,Transfer,Corporate,Madhya Pradesh,₹ 18374.95,₹ 0.00,₹ 0.00
T00001242,2025-08-12 00:00:00,Anika Singh,Success,Investment,Retail,Madhya Pradesh,₹ 10563.17,₹ 52.82,₹ 9.51
T00001573,2025-08-13 00:00:00,Nisha Malhotra,Success,Interest Credit,Retail,Madhya Pradesh,₹ 3342.72,₹ 0.00,₹ 0.00
T00001778,2025-08-26 00:00:00,Ayaan Mehta,Success,Loan EMI,Premium,Madhya Pradesh,₹ 18234.23,₹ 91.17,₹ 16.41
T00001900,2025-08-17 00:00:00,Ira Sharma,Success,Transfer,SME,Madhya Pradesh,₹ 11142.53,₹ 55.71,₹ 10.03
T00002030,2025-08-19 00:00:00,Pari Chopra,Pending,Deposit,Premium,Madhya Pradesh,₹ 5274.00,₹ 26.37,₹ 4.75
T00002138,2025-08-08 00:00:00,Priya Jain,Success,Bill Payment,Retail,Madhya Pradesh,₹ 7172.88,₹ 14.35,₹ 2.58
T00002940,2025-08-01 00:00:00,Kabir Patel,Failed,Bill Payment,Retail,Madhya Pradesh,₹ 1982.63,₹ 0.00,₹ 0.00
T00003289,2025-08-26 00:00:00,Nisha Mehta,Success,Card Payment,Premium,Madhya Pradesh,₹ 10190.47,₹ 0.00,₹ 0.00
T00003504,2025-08-23 00:00:00,Ira Malhotra,Success,Transfer,Retail,Madhya Pradesh,₹ 4327.96,₹ 21.64,₹ 3.90
T00003827,2025-08-05 00:00:00,Karan Verma,Success,Loan EMI,SME,Madhya Pradesh,₹ 38346.17,₹ 38.35,₹ 6.90
T00005425,2025-08-30 00:00:00,Arjun Sharma,Failed,Interest Credit,Retail,Madhya Pradesh,₹ 2836.71,₹ 2.84,₹ 0.51
T00005448,2025-08-02 00:00:00,Karan Desai,Success,Interest Credit,Wealth,Madhya Pradesh,₹ 3041.40,₹ 15.21,₹ 2.74
T00005657,2025-08-24 00:00:00,Pooja Verma,Success,Loan EMI,Retail,Madhya Pradesh,₹ 6142.13,₹ 30.71,₹ 5.53
T00006149,2025-08-19 00:00:00,Pari Malhotra,Failed,Transfer,Corporate,Madhya Pradesh,₹ 13704.82,₹ 27.41,₹ 4.93
T00007075,2025-08-15 00:00:00,Rahul Verma,Success,Transfer,Retail,Madhya Pradesh,₹ 8131.70,₹ 8.13,₹ 1.46
T00007295,2025-08-15 00:00:00,Nisha Malhotra,Success,Loan EMI,Retail,Madhya Pradesh,₹ 5569.69,₹ 11.14,₹ 2.01
T00007345,2025-08-25 00:00:00,Sara Jain,Success,Interest Credit,Premium,Madhya Pradesh,₹ 283.77,₹ 1.42,₹ 0.26
T00007479,2025-08-01 00:00:00,Anaya Reddy,Pending,Withdrawal,Premium,Madhya Pradesh,₹ 4305.04,₹ 8.61,₹ 1.55
T00007532,2025-08-12 00:00:00,Sai Chopra,Success,Deposit,Retail,Madhya Pradesh,₹ 10270.64,₹ 10.27,₹ 1.85
T00007830,2025-08-06 00:00:00,Amit Nair,Success,Transfer,Premium,Madhya Pradesh,₹ 29580.87,₹ 147.90,₹ 26.62
T00008535,2025-08-05 00:00:00,Rohan Jain,Success,Transfer,Premium,Madhya Pradesh,₹ 8198.16,₹ 8.20,₹ 1.48
T00008908,2025-08-29 00:00:00,Rohan Joshi,Success,Withdrawal,SME,Madhya Pradesh,₹ 5329.96,₹ 0.00,₹ 0.00
T00009372,2025-08-04 00:00:00,Kiara Reddy,Success,Transfer,Retail,Madhya Pradesh,₹ 4209.06,₹ 8.42,₹ 1.52
T00009797,2025-08-05 00:00:00,Ayaan Kapoor,Failed,Interest Credit,Retail,Madhya Pradesh,₹ 4356.82,₹ 21.78,₹ 3.92
T00009828,2025-08-31 00:00:00,Pooja Sharma,Success,Interest Credit,Retail,Madhya Pradesh,₹ 1016.31,₹ 1.02,₹ 0.18
T00010298,2025-08-15 00:00:00,Kiara Kulkarni,Success,Loan EMI,Retail,Madhya Pradesh,₹ 14343.40,₹ 0.00,₹ 0.00
T00010457,2025-08-26 00:00:00,Sneha Malhotra,Success,Deposit,Retail,Madhya Pradesh,₹ 11540.92,₹ 0.00,₹ 0.00
